ส่วนงาน,ฝ่าย,เลขคำร้อง,เรื่องร้องทุกข์,ประเภทคำร้อง,เขต,ชุมชน,วันที่รับเรื่อง,วันที่เสร็จ,สถานะ,รูปภาพ,ความสำคัญ,รูปภาพหลังแก้ไข,ปิดงานโดย,LINE Token
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0230,รายการจำลองข้อมูลทั่วไป ลำดับ 0230,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,18/08/2569,03/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0231,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0231,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,19/08/2569,11/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0232,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0232,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,20/08/2569,28/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0233,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0233,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,21/08/2569,05/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0234,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0234,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,22/08/2569,13/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0235,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0235,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,23/08/2569,21/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0236,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0236,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,24/08/2569,29/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 05,MOCK-0237,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0237,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 03,ชุมชนจำลอง 05,25/08/2569,07/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 08,MOCK-0238,รายการจำลองข้อมูลทั่วไป ลำดับ 0238,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 04,ชุมชนจำลอง 10,26/08/2569,15/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 03,MOCK-0239,รายการจำลองข้อมูลทั่วไป ลำดับ 0239,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 05,ชุมชนจำลอง 03,27/08/2569,01/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 06,MOCK-0240,รายการจำลองข้อมูลทั่วไป ลำดับ 0240,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 06,ชุมชนจำลอง 08,28/08/2569,09/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 01,MOCK-0241,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0241,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 01,ชุมชนจำลอง 01,29/08/2569,17/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 04,MOCK-0242,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0242,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 02,ชุมชนจำลอง 06,30/08/2569,25/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 07,MOCK-0243,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0243,ประเภทจำลอง 03 - ถนน,เขตจำลอง 03,ชุมชนจำลอง 11,31/08/2569,03/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 02,MOCK-0244,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0244,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 04,ชุมชนจำลอง 04,01/09/2569,11/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 05,MOCK-0245,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0245,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 05,ชุมชนจำลอง 09,02/09/2569,19/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 08,MOCK-0246,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0246,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 06,ชุมชนจำลอง 02,03/09/2569,27/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 03,MOCK-0247,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0247,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 01,ชุมชนจำลอง 07,04/09/2569,13/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 06,MOCK-0248,รายการจำลองข้อมูลทั่วไป ลำดับ 0248,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 02,ชุมชนจำลอง 12,05/09/2569,21/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 01,MOCK-0249,รายการจำลองข้อมูลทั่วไป ลำดับ 0249,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 03,ชุมชนจำลอง 05,06/09/2569,29/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 04,MOCK-0250,รายการจำลองข้อมูลทั่วไป ลำดับ 0250,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 04,ชุมชนจำลอง 10,07/09/2569,07/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 07,MOCK-0251,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0251,ประเภทจำลอง 03 - ถนน,เขตจำลอง 05,ชุมชนจำลอง 03,08/09/2569,15/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 02,MOCK-0252,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0252,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 06,ชุมชนจำลอง 08,09/09/2569,23/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 05,MOCK-0253,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0253,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 01,ชุมชนจำลอง 01,10/09/2569,31/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0254,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0254,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,11/09/2569,17/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0255,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0255,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,12/09/2569,25/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0256,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0256,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,13/09/2569,03/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0257,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0257,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,14/09/2569,11/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0258,รายการจำลองข้อมูลทั่วไป ลำดับ 0258,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,15/09/2569,19/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0259,รายการจำลองข้อมูลทั่วไป ลำดับ 0259,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,16/09/2569,27/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0260,รายการจำลองข้อมูลทั่วไป ลำดับ 0260,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,17/09/2569,04/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 05,MOCK-0261,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0261,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 03,ชุมชนจำลอง 05,18/09/2569,21/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 08,MOCK-0262,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0262,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 04,ชุมชนจำลอง 10,19/09/2569,29/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 03,MOCK-0263,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0263,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 05,ชุมชนจำลอง 03,20/09/2569,07/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 06,MOCK-0264,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0264,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 06,ชุมชนจำลอง 08,21/09/2569,15/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 01,MOCK-0265,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0265,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 01,ชุมชนจำลอง 01,22/09/2569,23/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 04,MOCK-0266,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0266,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 02,ชุมชนจำลอง 06,23/09/2569,31/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 07,MOCK-0267,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0267,ประเภทจำลอง 03 - ถนน,เขตจำลอง 03,ชุมชนจำลอง 11,24/09/2569,08/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 02,MOCK-0268,รายการจำลองข้อมูลทั่วไป ลำดับ 0268,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 04,ชุมชนจำลอง 04,25/09/2569,16/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 05,MOCK-0269,รายการจำลองข้อมูลทั่วไป ลำดับ 0269,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 05,ชุมชนจำลอง 09,26/09/2569,03/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 08,MOCK-0270,รายการจำลองข้อมูลทั่วไป ลำดับ 0270,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 06,ชุมชนจำลอง 02,27/09/2569,11/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 03,MOCK-0271,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0271,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 01,ชุมชนจำลอง 07,28/09/2569,19/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 06,MOCK-0272,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0272,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 02,ชุมชนจำลอง 12,29/09/2569,27/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 01,MOCK-0273,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0273,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 03,ชุมชนจำลอง 05,30/09/2569,04/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 04,MOCK-0274,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0274,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 04,ชุมชนจำลอง 10,01/10/2569,12/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 07,MOCK-0275,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0275,ประเภทจำลอง 03 - ถนน,เขตจำลอง 05,ชุมชนจำลอง 03,02/10/2569,20/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 02,MOCK-0276,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0276,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 06,ชุมชนจำลอง 08,03/10/2569,07/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 05,MOCK-0277,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0277,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 01,ชุมชนจำลอง 01,04/10/2569,15/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0278,รายการจำลองข้อมูลทั่วไป ลำดับ 0278,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,05/10/2569,23/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0279,รายการจำลองข้อมูลทั่วไป ลำดับ 0279,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,06/10/2569,31/10/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0280,รายการจำลองข้อมูลทั่วไป ลำดับ 0280,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,07/10/2569,08/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0281,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0281,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,08/10/2569,16/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0282,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0282,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,09/10/2569,24/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0283,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0283,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,10/10/2569,02/12/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0284,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0284,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,11/10/2569,19/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 05,MOCK-0285,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0285,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 03,ชุมชนจำลอง 05,12/10/2569,27/10/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 08,MOCK-0286,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0286,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 04,ชุมชนจำลอง 10,13/10/2569,04/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 03,MOCK-0287,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0287,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 05,ชุมชนจำลอง 03,14/10/2569,12/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 06,MOCK-0288,รายการจำลองข้อมูลทั่วไป ลำดับ 0288,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 06,ชุมชนจำลอง 08,15/10/2569,20/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 01,MOCK-0289,รายการจำลองข้อมูลทั่วไป ลำดับ 0289,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 01,ชุมชนจำลอง 01,16/10/2569,28/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 04,MOCK-0290,รายการจำลองข้อมูลทั่วไป ลำดับ 0290,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 02,ชุมชนจำลอง 06,17/10/2569,06/12/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 07,MOCK-0291,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0291,ประเภทจำลอง 03 - ถนน,เขตจำลอง 03,ชุมชนจำลอง 11,18/10/2569,23/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 02,MOCK-0292,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0292,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 04,ชุมชนจำลอง 04,19/10/2569,31/10/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 05,MOCK-0293,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0293,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 05,ชุมชนจำลอง 09,20/10/2569,08/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 08,MOCK-0294,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0294,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 06,ชุมชนจำลอง 02,21/10/2569,16/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 03,MOCK-0295,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0295,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 01,ชุมชนจำลอง 07,22/10/2569,24/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 06,MOCK-0296,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0296,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 02,ชุมชนจำลอง 12,23/10/2569,02/12/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 01,MOCK-0297,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0297,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 03,ชุมชนจำลอง 05,24/10/2569,10/12/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 04,MOCK-0298,รายการจำลองข้อมูลทั่วไป ลำดับ 0298,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 04,ชุมชนจำลอง 10,25/10/2569,18/12/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 07,MOCK-0299,รายการจำลองข้อมูลทั่วไป ลำดับ 0299,ประเภทจำลอง 03 - ถนน,เขตจำลอง 05,ชุมชนจำลอง 03,26/10/2569,04/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 02,MOCK-0300,รายการจำลองข้อมูลทั่วไป ลำดับ 0300,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 06,ชุมชนจำลอง 08,27/10/2569,12/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 05,MOCK-0301,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0301,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 01,ชุมชนจำลอง 01,28/10/2569,20/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0302,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0302,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,29/10/2569,28/11/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0303,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0303,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,30/10/2569,06/12/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0304,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0304,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,31/10/2569,14/12/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0305,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0305,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,01/11/2569,22/12/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0306,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0306,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,02/11/2569,08/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0307,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0307,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,03/11/2569,16/11/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0308,รายการจำลองข้อมูลทั่วไป ลำดับ 0308,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,04/11/2569,24/11/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
